Sr_no,DeviceId,TimeSent,DateSent,Receive_Time,Receive_Date,BatteryStatus,ChargingStatus,ChargingSupply,NetworkStatus,date_time_imei,TableTimeStamp,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Parameter11,Parameter12,Parameter13,Parameter14,Parameter15,Parameter16,Parameter17,Parameter18,Parameter19,Parameter20,Parameter21,Parameter22,Parameter23,Parameter24,Parameter25,Parameter26,Parameter27,Parameter28,Parameter29,Parameter30,Parameter31,Parameter32,Parameter33,Parameter34,Parameter35,Parameter36,Parameter37,Parameter38,Parameter39,Parameter40,Parameter41,Parameter42,Parameter43,Parameter44,Parameter45,Parameter46,Parameter47,Parameter48,Parameter49,Parameter50,Parameter51,Parameter52,Parameter53,Parameter54,Parameter55,Parameter56,Parameter57,Parameter58,Parameter59,Parameter60,Parameter61,Parameter62,Parameter63,Parameter64,Parameter65,Parameter66,Parameter67,Parameter68,Parameter69,Parameter70,Parameter71,Parameter72,Parameter73,Parameter74,Parameter75,Parameter76,Parameter77,Parameter78,Parameter79,Parameter80,Parameter81,Parameter82,Parameter83,Parameter84,Parameter85,Parameter86,Parameter87,Parameter88,Parameter89,Parameter90,Parameter91,Parameter92,Parameter93,Parameter94,Parameter95,Parameter96,Parameter97,Parameter98,Parameter99,Parameter100,Parameter101,Parameter102,Parameter103,Parameter104,Parameter105,Parameter106,Parameter107,Parameter108,Parameter109,Parameter110,Parameter111,Parameter112,Parameter113,Parameter114,Parameter115,Parameter116,Parameter117,Parameter118,Parameter119,Parameter120,Parameter121,Parameter122,Parameter123,Parameter124,Parameter125,Parameter126,Parameter127,Parameter128,Parameter129,Parameter130,Parameter131,Parameter132,Parameter133,Parameter134,Parameter135,Parameter136,Parameter137,Parameter138,Parameter139,Parameter140,Parameter141,Parameter142,Parameter143,Parameter144,Parameter145,Parameter146,Parameter147,Parameter148,Parameter149,Parameter150,Parameter151,Parameter152,Parameter153,Parameter154,Parameter155,Parameter156,Parameter157,Parameter158,Parameter159,Parameter160,Parameter161,Parameter162,Parameter163,Parameter164,Parameter165,Parameter166,Parameter167,Parameter168,Parameter169,Parameter170,Parameter171,Parameter172,Parameter173,Parameter174,Parameter175,Parameter176
196378,"200011524029641","09:20:03","2020-02-07","09:20:41","2020-02-07",4,1,1,3,"2020-2-7 9:20:3 200011524029641","2020-02-07T09:20:03.000Z",7,11.7,7.5,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196377,"200011524029641","09:18:03","2020-02-07","09:18:46","2020-02-07",4,1,1,3,"2020-2-7 9:18:3 200011524029641","2020-02-07T09:18:03.000Z",7.4,12.3,7.4,24,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196376,"200011524029641","09:16:03","2020-02-07","09:16:41","2020-02-07",4,1,1,3,"2020-2-7 9:16:3 200011524029641","2020-02-07T09:16:03.000Z",7.9,12.7,7.2,24,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196375,"200011524029641","09:14:03","2020-02-07","09:14:41","2020-02-07",4,1,1,2,"2020-2-7 9:14:3 200011524029641","2020-02-07T09:14:03.000Z",8.3,13.4,7,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196374,"200011524029641","09:12:03","2020-02-07","09:12:46","2020-02-07",4,1,1,2,"2020-2-7 9:12:3 200011524029641","2020-02-07T09:12:03.000Z",8.9,14,6.8,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196373,"200011524029641","09:10:03","2020-02-07","09:10:41","2020-02-07",4,1,1,3,"2020-2-7 9:10:3 200011524029641","2020-02-07T09:10:03.000Z",9.3,14.7,6.7,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196372,"200011524029641","09:08:03","2020-02-07","09:08:46","2020-02-07",4,1,1,2,"2020-2-7 9:8:3 200011524029641","2020-02-07T09:08:03.000Z",9.9,15.3,6.5,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196371,"200011524029641","09:06:03","2020-02-07","09:06:41","2020-02-07",4,1,1,3,"2020-2-7 9:6:3 200011524029641","2020-02-07T09:06:03.000Z",10.3,16.1,6.3,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196370,"200011524029641","09:04:03","2020-02-07","09:04:46","2020-02-07",4,1,1,3,"2020-2-7 9:4:3 200011524029641","2020-02-07T09:04:03.000Z",10.8,16.8,6.2,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196369,"200011524029641","09:02:03","2020-02-07","09:02:46","2020-02-07",4,1,1,3,"2020-2-7 9:2:3 200011524029641","2020-02-07T09:02:03.000Z",11.4,17.4,6,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196368,"200011524029641","09:00:03","2020-02-07","09:00:41","2020-02-07",4,1,1,3,"2020-2-7 9:0:3 200011524029641","2020-02-07T09:00:03.000Z",11.8,18.2,5.8,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196367,"200011524029641","08:58:03","2020-02-07","08:58:41","2020-02-07",4,1,1,2,"2020-2-7 8:58:3 200011524029641","2020-02-07T08:58:03.000Z",12.2,19,5.6,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196366,"200011524029641","08:56:03","2020-02-07","08:56:46","2020-02-07",4,1,1,2,"2020-2-7 8:56:3 200011524029641","2020-02-07T08:56:03.000Z",12.7,19.7,5.4,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196365,"200011524029641","08:54:03","2020-02-07","08:54:46","2020-02-07",4,1,1,3,"2020-2-7 8:54:3 200011524029641","2020-02-07T08:54:03.000Z",13.1,20.7,5.2,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196364,"200011524029641","08:52:03","2020-02-07","08:52:41","2020-02-07",4,1,1,2,"2020-2-7 8:52:3 200011524029641","2020-02-07T08:52:03.000Z",13.5,21.3,5,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196363,"200011524029641","08:50:03","2020-02-07","08:50:46","2020-02-07",4,1,1,3,"2020-2-7 8:50:3 200011524029641","2020-02-07T08:50:03.000Z",14,22.4,4.8,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196362,"200011524029641","08:48:03","2020-02-07","08:48:41","2020-02-07",4,1,1,3,"2020-2-7 8:48:3 200011524029641","2020-02-07T08:48:03.000Z",14.2,23.2,4.5,25,0,0,0,0,0,0,1,1,1,0,1,1,2211,1,2,2,1,1,12,5,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196361,"200011524029641","08:46:03","2020-02-07","08:46:46","2020-02-07",4,1,2,3,"2020-2-7 8:46:3 200011524029641","2020-02-07T08:46:03.000Z",14.2,24.2,4.3,28,198,0,0,0,0,0,1,1,1,0,1,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196360,"200011524029641","08:44:03","2020-02-07","08:44:44","2020-02-07",4,1,2,3,"2020-2-7 8:44:3 200011524029641","2020-02-07T08:44:03.000Z",13.3,25.1,3.9,28,198,0,0,0,0,0,1,1,1,0,1,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196359,"200011524029641","08:42:03","2020-02-07","08:42:44","2020-02-07",4,1,2,3,"2020-2-7 8:42:3 200011524029641","2020-02-07T08:42:03.000Z",9.6,26.1,3.6,28,200,0,0,0,0,0,1,1,1,0,1,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196358,"200011524029641","08:40:03","2020-02-07","08:40:44","2020-02-07",4,1,2,3,"2020-2-7 8:40:3 200011524029641","2020-02-07T08:40:03.000Z",-2.6,27.1,3.3,28,200,0,0,0,0,0,1,1,1,0,1,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196357,"200011524029641","08:38:03","2020-02-07","08:38:44","2020-02-07",4,1,2,3,"2020-2-7 8:38:3 200011524029641","2020-02-07T08:38:03.000Z",-6.6,28.1,3,28,200,0,0,0,0,0,1,1,1,0,1,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196356,"200011524029641","08:36:03","2020-02-07","08:36:45","2020-02-07",4,1,2,3,"2020-2-7 8:36:3 200011524029641","2020-02-07T08:36:03.000Z",-7.4,28.9,2.6,28,201,0,0,0,0,0,1,1,1,0,1,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196355,"200011524029641","08:34:03","2020-02-07","08:34:44","2020-02-07",4,1,2,3,"2020-2-7 8:34:3 200011524029641","2020-02-07T08:34:03.000Z",-7,28.7,2.3,28,202,0,0,0,0,0,0,0,0,0,0,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196354,"200011524029641","08:32:03","2020-02-07","08:32:45","2020-02-07",4,1,2,3,"2020-2-7 8:32:3 200011524029641","2020-02-07T08:32:03.000Z",-6.9,28.5,1.9,28,203,0,0,0,0,0,0,0,0,0,0,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196353,"200011524029641","08:30:03","2020-02-07","08:30:44","2020-02-07",4,1,2,3,"2020-2-7 8:30:3 200011524029641","2020-02-07T08:30:03.000Z",-6.9,27.5,1.4,28,205,0,0,0,0,0,0,0,0,0,0,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196352,"200011524029641","08:28:03","2020-02-07","08:28:44","2020-02-07",4,1,2,3,"2020-2-7 8:28:3 200011524029641","2020-02-07T08:28:03.000Z",-6.9,18.3,0.9,28,204,0,0,0,0,0,0,0,0,0,0,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196351,"200011524029641","08:26:03","2020-02-07","08:26:44","2020-02-07",4,1,2,3,"2020-2-7 8:26:3 200011524029641","2020-02-07T08:26:03.000Z",-6.9,18.3,0.2,28,204,0,0,0,0,0,0,0,0,0,0,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196350,"200011524029641","08:24:03","2020-02-07","08:24:44","2020-02-07",4,1,2,3,"2020-2-7 8:24:3 200011524029641","2020-02-07T08:24:03.000Z",-6.9,18.2,-0.1,28,203,0,0,0,0,0,0,0,0,0,0,1,2211,1,1,2,2,1,1,12,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
